job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
078f9d5f-28e,Staff/Lead AI/LLM Engineer,AI/LLM Engineer,Staff/Lead,Citigroup,Enterprise,AI/ML Platform,"San Francisco, CA",Hybrid,False,,,300000,Docker|Azure|LangChain|FastAPI|RAG|OpenAI API,6,10,12,Master's Preferred,Possible,Mental Health Benefits|Parental Leave|Free Meals,"We are looking for a Staff/Lead AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Azure, LangChain, FastAPI, RAG, OpenAI API. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2025-12-29,83,explosive,Enterprise,2026-03-22T19:50:30
187d01c1-53e,Senior Data Platform Engineer,Data Platform Engineer,Senior,Twilio,Mid-market,Media/Streaming,"Austin, TX",Remote,True,249000,311000,290000,AWS|Terraform|Spark|Prometheus|Kubernetes|Databricks|Kafka|Python,8,9,11,Bachelor's Degree,No,Health Insurance|Unlimited PTO|Stock Options / RSUs,"We are looking for a Senior Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Terraform, Spark, Prometheus, Kubernetes, Databricks. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-15,7,high,Mid-market,2026-03-22T19:50:30
9785b785-f16,Entry Level Data Scientist,Data Scientist,Entry Level,Snowflake,Scale-up,SaaS/Cloud,"Chicago, IL",Remote,True,,,100000,SQL|scikit-learn|Snowflake|A/B Testing|Python,5,2,3,Master's Preferred,No,Unlimited PTO|Learning Budget|Mental Health Benefits|Remote Work Stipend|Gym Membership|401k Match|Stock Options / RSUs,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Snowflake, A/B Testing, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-21,1,stable,Scale-up,2026-03-22T19:50:30
c31a959b-a04,Data Scientist,Data Scientist,Mid Level,Walmart,Enterprise,Logistics/Supply Chain,"Austin, TX",Remote,True,,,120000,SQL|Airflow|GCP|scikit-learn|Statistics|Snowflake|Databricks|A/B Testing|R,9,2,4,Master's Preferred,No,Mental Health Benefits|Parental Leave|Unlimited PTO|Health Insurance|Stock Options / RSUs|Learning Budget,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, GCP, scikit-learn, Statistics, Snowflake. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-11,39,stable,Enterprise,2026-03-22T19:50:30
15061502-792,Data Platform Engineer,Data Platform Engineer,Mid Level,TechCorp AI,Startup,Cybersecurity,"Boston, MA",Hybrid,False,138000,184000,155000,Terraform|SQL|GCP|Git|Kubernetes|Databricks|Kafka|Helm|Python,9,3,6,Bachelor's Degree,Possible,Free Meals|Learning Budget|Stock Options / RSUs|Remote Work Stipend|Parental Leave|Health Insurance|Gym Membership,"We are looking for a Mid Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Terraform, SQL, GCP, Git, Kubernetes, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-15,7,high,Startup,2026-03-22T19:50:30
9f3a7daf-a31,Analytics Engineer,Analytics Engineer,Mid Level,Fivetran,Scale-up,FinTech,"Washington, DC",Hybrid,False,134000,175000,155000,Python|Looker|SQL|BigQuery|Git|dbt|Data Modeling,7,3,4,No Degree Required,Possible,Gym Membership|Parental Leave|Mental Health Benefits,"We are looking for a Mid Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, BigQuery, Git, dbt. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-21,1,high,Scale-up,2026-03-22T19:50:30
bfbbf505-126,Senior Data Analyst,Data Analyst,Senior,Apple,FAANG+,AI/ML Platform,"San Francisco, CA",On-site,False,236000,278000,255000,SQL|Power BI|Tableau|BigQuery,4,5,8,Bachelor's Degree,Yes,Parental Leave|Unlimited PTO|Remote Work Stipend|Free Meals|Stock Options / RSUs|Gym Membership|Health Insurance,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Power BI, Tableau, BigQuery. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-22,59,stable,FAANG+,2026-03-22T19:50:30
eb273acd-ced,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Anthropic,FAANG+,InsurTech,"Austin, TX",Hybrid,False,278000,333000,295000,Weights & Biases|MLflow|PyTorch|GCP Vertex AI|scikit-learn|Databricks|Git|Python,8,2,4,Bachelor's Degree,No,Remote Work Stipend|Learning Budget|Stock Options / RSUs,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, MLflow, PyTorch, GCP Vertex AI, scikit-learn, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-01,49,very_high,FAANG+,2026-03-22T19:50:30
d75e4d86-fc5,Senior Data Engineer,Data Engineer,Senior,Modal,Scale-up,Logistics/Supply Chain,"Boston, MA",Remote,True,163000,197000,175000,SQL|Airflow|Spark|Git|Kafka,5,6,7,Bachelor's Degree,No,Remote Work Stipend|Unlimited PTO|Mental Health Benefits,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Spark, Git, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-10,12,high,Scale-up,2026-03-22T19:50:30
1e1fc405-176,Business Intelligence Developer,Business Intelligence Developer,Mid Level,Airbyte,Scale-up,Cybersecurity,"Atlanta, GA",Hybrid,False,124000,155000,145000,SQL|Redshift|Power BI|DAX|Git,5,2,3,Bachelor's Degree,No,Mental Health Benefits|Stock Options / RSUs|Parental Leave|Unlimited PTO|Health Insurance|Gym Membership|Learning Budget,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Redshift, Power BI, DAX, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-09,72,declining,Scale-up,2026-03-22T19:50:30
a77b80ed-7af,Senior Data Scientist,Data Scientist,Senior,PipelineOS,Startup,EdTech,"Boston, MA",Remote,True,131000,171000,150000,scikit-learn|Statistics|Jupyter|Databricks|Git|A/B Testing|R|Python,8,8,9,No Degree Required,No,Remote Work Stipend|Unlimited PTO|Gym Membership,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in scikit-learn, Statistics, Jupyter, Databricks, Git, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-10,12,stable,Startup,2026-03-22T19:50:30
8f0fee34-d83,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Stripe,Scale-up,EdTech,"Los Angeles, CA",Remote,True,330000,415000,380000,Azure|PyTorch|GCP|LangChain|RAG|Vector Databases|OpenAI API|Git|Python,9,6,8,Bachelor's Degree,Yes,Free Meals|Parental Leave|Learning Budget|Remote Work Stipend|Gym Membership|Mental Health Benefits|Stock Options / RSUs,"We are looking for a Senior AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, PyTorch, GCP, LangChain, RAG, Vector Databases. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-16,6,explosive,Scale-up,2026-03-22T19:50:30
da7f1e4e-b39,Data Scientist,Data Scientist,Mid Level,Citigroup,Enterprise,Logistics/Supply Chain,"San Francisco, CA",Remote,True,119000,149000,140000,Airflow|scikit-learn|Statistics|Databricks|A/B Testing,5,4,7,Bachelor's Degree,No,Mental Health Benefits|Learning Budget|Remote Work Stipend|Parental Leave|Free Meals|Stock Options / RSUs,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Airflow, scikit-learn, Statistics, Databricks, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-03,47,stable,Enterprise,2026-03-22T19:50:30
507a1718-a60,Senior Data Platform Engineer,Data Platform Engineer,Senior,InsightHub,Startup,FinTech,"Denver, CO",Remote,True,,,235000,AWS|Azure|Terraform|SQL|Spark|Prometheus|Kubernetes|Databricks|Kafka|Python,10,7,10,Bachelor's Degree,Possible,Parental Leave|Learning Budget|Stock Options / RSUs|Gym Membership,"We are looking for a Senior Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Azure, Terraform, SQL, Spark, Prometheus. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-04,18,high,Startup,2026-03-22T19:50:30
cd5fffea-322,Entry Level Data Analyst,Data Analyst,Entry Level,Mistral,Scale-up,Media/Streaming,"Seattle, WA",Hybrid,False,88000,115000,100000,Looker|SQL|Excel|Tableau|Redshift|Power BI|Google Sheets|Git|dbt|Python,10,0,2,Master's Preferred,No,Health Insurance|Learning Budget|Free Meals,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Redshift, Power BI. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-04,46,stable,Scale-up,2026-03-22T19:50:30
6ae0cffd-1d4,Data Scientist,Data Scientist,Mid Level,Modal,Scale-up,InsurTech,"San Francisco, CA",Hybrid,False,,,225000,SQL|Statistics|Jupyter|A/B Testing|R|Python,6,4,7,PhD Preferred,No,Gym Membership|Health Insurance|Parental Leave|Unlimited PTO|Learning Budget,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Statistics, Jupyter, A/B Testing, R, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-16,6,stable,Scale-up,2026-03-22T19:50:30
ffb32c2d-748,Data Engineer,Data Engineer,Mid Level,DataMesh Labs,Startup,InsurTech,"New York, NY",Remote,True,113000,134000,125000,GCP|Spark|Git|Databricks|Kafka|dbt,6,2,5,No Degree Required,Possible,401k Match|Stock Options / RSUs|Learning Budget|Remote Work Stipend,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in GCP, Spark, Git, Databricks, Kafka, dbt. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2025-12-24,88,high,Startup,2026-03-22T19:50:30
ce2496cc-3bd,Data Scientist,Data Scientist,Mid Level,MetricStack,Startup,Gaming,"Denver, CO",Hybrid,False,,,110000,SQL|GCP|scikit-learn|Git|A/B Testing|Python,6,4,5,Bachelor's Degree,No,Unlimited PTO|Stock Options / RSUs|Remote Work Stipend|Gym Membership|Learning Budget,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, scikit-learn, Git, A/B Testing, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-23,27,stable,Startup,2026-03-22T19:50:30
ae550887-4a5,Senior Data Engineer,Data Engineer,Senior,Fivetran,Scale-up,Gaming,"Seattle, WA",Remote,True,,,185000,SQL|Airflow|Spark|Snowflake|Databricks|Kafka|dbt|Python,8,7,10,Bachelor's Degree,No,401k Match|Gym Membership|Unlimited PTO|Stock Options / RSUs|Free Meals,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Spark, Snowflake, Databricks, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2025-11-27,115,high,Scale-up,2026-03-22T19:50:30
59c2b0c5-7d7,Data Engineer,Data Engineer,Mid Level,Amazon,FAANG+,Gaming,"Chicago, IL",Hybrid,False,,,200000,Terraform|SQL|Airflow|Spark|Kafka|Python,6,4,6,No Degree Required,Possible,Stock Options / RSUs|Mental Health Benefits|Free Meals|Parental Leave|Health Insurance,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Terraform, SQL, Airflow, Spark, Kafka, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-16,34,high,FAANG+,2026-03-22T19:50:30
1c2ec8d9-92a,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Accenture,Enterprise,AI/ML Platform,"Miami, FL",Hybrid,False,160000,190000,180000,MLflow|TensorFlow|scikit-learn|Kubernetes|Ray,5,2,3,PhD Preferred,Possible,Unlimited PTO|Stock Options / RSUs|Gym Membership|Learning Budget|Mental Health Benefits|Health Insurance|Remote Work Stipend,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in MLflow, TensorFlow, scikit-learn, Kubernetes, Ray. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-27,23,very_high,Enterprise,2026-03-22T19:50:30
fce04d15-6b9,Senior Analytics Engineer,Analytics Engineer,Senior,Citigroup,Enterprise,E-commerce,"Chicago, IL",Remote,True,127000,157000,145000,SQL|BigQuery|Databricks|dbt|Python,5,7,8,Master's Preferred,No,Parental Leave|Mental Health Benefits|Unlimited PTO|Free Meals|Health Insurance|Gym Membership,"We are looking for a Senior Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, BigQuery, Databricks, dbt, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-01,21,high,Enterprise,2026-03-22T19:50:30
393b4003-fb5,Data Scientist,Data Scientist,Mid Level,Weights & Biases,Scale-up,SaaS/Cloud,"Seattle, WA",On-site,False,203000,265000,230000,Statistics|Jupyter|Databricks|A/B Testing|R,5,4,7,Bachelor's Degree,No,Unlimited PTO|Stock Options / RSUs|Mental Health Benefits,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Statistics, Jupyter, Databricks, A/B Testing, R. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-01-24,57,stable,Scale-up,2026-03-22T19:50:30
78dca438-d01,Entry Level Data Analyst,Data Analyst,Entry Level,Deloitte,Enterprise,Cybersecurity,"Austin, TX",Hybrid,False,,,60000,Tableau|Power BI|BigQuery|Git|dbt|Python,6,1,2,Master's Preferred,No,Health Insurance|Stock Options / RSUs|Learning Budget|401k Match|Remote Work Stipend|Mental Health Benefits,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Tableau, Power BI, BigQuery, Git, dbt, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-08,14,stable,Enterprise,2026-03-22T19:50:30
cb71839c-cb4,Senior Data Engineer,Data Engineer,Senior,Walmart,Enterprise,Gaming,"Austin, TX",Hybrid,False,191000,243000,205000,Docker|Terraform|Airflow|Spark|Git|Kubernetes|Kafka|dbt|Python,9,5,6,PhD Preferred,No,Unlimited PTO|Gym Membership|Mental Health Benefits|Free Meals|Health Insurance,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Terraform, Airflow, Spark, Git, Kubernetes. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-22,0,high,Enterprise,2026-03-22T19:50:30
2edee9f1-97c,Staff/Lead Data Engineer,Data Engineer,Staff/Lead,ModelOps,Startup,E-commerce,"Seattle, WA",On-site,False,,,225000,AWS|Docker|SQL|Spark|Databricks|dbt,6,9,11,Bachelor's Degree,No,Gym Membership|Parental Leave|Unlimited PTO,"We are looking for a Staff/Lead Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Docker, SQL, Spark, Databricks, dbt. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-17,33,high,Startup,2026-03-22T19:50:30
9c371887-548,AI/LLM Engineer,AI/LLM Engineer,Mid Level,Snowflake,Scale-up,Cybersecurity,"Denver, CO",Hybrid,False,275000,347000,295000,Docker|PyTorch|LangChain|RAG|Vector Databases|OpenAI API|Python,7,2,4,Master's Preferred,No,Stock Options / RSUs|Remote Work Stipend|401k Match,"We are looking for a Mid Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, PyTorch, LangChain, RAG, Vector Databases, OpenAI API. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2025-12-25,87,explosive,Scale-up,2026-03-22T19:50:30
e6f19db5-c87,Analytics Engineer,Analytics Engineer,Mid Level,McKinsey,Enterprise,InsurTech,"Los Angeles, CA",Hybrid,False,125000,151000,135000,Python|Looker|SQL|Airflow|Redshift|dbt|Data Modeling,7,4,5,No Degree Required,No,Remote Work Stipend|Free Meals|Mental Health Benefits|Gym Membership,"We are looking for a Mid Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Airflow, Redshift, dbt. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-05,17,high,Enterprise,2026-03-22T19:50:30
c69c38be-671,Entry Level Data Engineer,Data Engineer,Entry Level,Hugging Face,Scale-up,InsurTech,"Seattle, WA",Hybrid,False,,,150000,Docker|SQL|Airflow|Spark|Kubernetes|Databricks|Git|dbt|Python,9,0,2,Bachelor's Degree,No,Parental Leave|Remote Work Stipend|Free Meals|Health Insurance,"We are looking for a Entry Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, Airflow, Spark, Kubernetes, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-17,64,high,Scale-up,2026-03-22T19:50:30
ef908ec2-f5a,Entry Level Business Intelligence Developer,Business Intelligence Developer,Entry Level,Oracle,Enterprise,Healthcare/BioTech,"Chicago, IL",Remote,True,79000,105000,90000,Python|Looker|SQL|Snowflake|Tableau|Power BI|BigQuery|DAX|Git|Data Modeling,10,2,4,Bachelor's Degree,No,Free Meals|401k Match|Gym Membership|Unlimited PTO|Mental Health Benefits|Learning Budget,"We are looking for a Entry Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Snowflake, Tableau, Power BI. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2025-10-21,152,declining,Enterprise,2026-03-22T19:50:30
bed75d85-2e1,Principal Data Engineer,Data Engineer,Principal,Weights & Biases,Scale-up,AdTech/MarTech,"Washington, DC",Remote,True,331000,450000,380000,Docker|SQL|Airflow|Spark|Kubernetes|Databricks|Kafka|Python,8,17,19,Bachelor's Degree,Possible,Parental Leave|Remote Work Stipend|Health Insurance|Gym Membership,"We are looking for a Principal Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, Airflow, Spark, Kubernetes, Databricks. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-01-23,58,high,Scale-up,2026-03-22T19:50:30
d5156bc6-05e,Data Engineer,Data Engineer,Mid Level,Elastic,Mid-market,Gaming,"Los Angeles, CA",Remote,True,,,180000,Airflow|Git|Kafka|dbt|Python,5,3,4,Bachelor's Degree,Yes,Health Insurance|Parental Leave|Unlimited PTO|Gym Membership|401k Match,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Airflow, Git, Kafka, dbt, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-22,28,high,Mid-market,2026-03-22T19:50:30
fbc26d97-583,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,Airbyte,Scale-up,Cybersecurity,"Los Angeles, CA",Remote,True,263000,303000,280000,Docker|SQL|GCP|scikit-learn|Statistics|Databricks|Git|A/B Testing|R|Python,10,8,9,PhD Preferred,Yes,Parental Leave|Gym Membership|Mental Health Benefits,"We are looking for a Staff/Lead Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, GCP, scikit-learn, Statistics, Databricks. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-02,20,stable,Scale-up,2026-03-22T19:50:30
a295cd8b-b88,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,DataMesh Labs,Startup,SaaS/Cloud,"San Francisco, CA",Hybrid,False,,,155000,Looker|SQL|Excel|Tableau|Git|Python,6,8,9,Master's Preferred,No,401k Match|Stock Options / RSUs|Learning Budget|Unlimited PTO|Mental Health Benefits|Gym Membership|Free Meals,"We are looking for a Senior Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Git, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-19,3,declining,Startup,2026-03-22T19:50:30
ac25f371-64c,Senior Data Analyst,Data Analyst,Senior,Meta,FAANG+,Gaming,"Chicago, IL",On-site,False,,,155000,Looker|SQL|Excel|Tableau|Redshift|Power BI|BigQuery|Google Sheets|Snowflake,9,6,8,Master's Preferred,Yes,Free Meals|Remote Work Stipend|Mental Health Benefits|Learning Budget,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Redshift, Power BI. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-23,27,stable,FAANG+,2026-03-22T19:50:30
ee99983e-1c3,Data Engineer,Data Engineer,Mid Level,InsightHub,Startup,Cybersecurity,"New York, NY",Remote,True,92000,119000,105000,Azure|SQL|Airflow|Git|Snowflake|Kafka|dbt|Python,8,4,7,Master's Preferred,No,Gym Membership|Mental Health Benefits|Stock Options / RSUs|Unlimited PTO,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, SQL, Airflow, Git, Snowflake, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-07,15,high,Startup,2026-03-22T19:50:30
0a7a6eec-d28,Data Scientist,Data Scientist,Mid Level,Apple,FAANG+,AI/ML Platform,"Seattle, WA",Remote,True,251000,332000,280000,AWS|SQL|Snowflake|A/B Testing|R,5,2,4,Bachelor's Degree,Possible,401k Match|Health Insurance|Mental Health Benefits|Remote Work Stipend|Parental Leave|Free Meals|Learning Budget,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, Snowflake, A/B Testing, R. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-27,23,stable,FAANG+,2026-03-22T19:50:30
8e563225-aaa,Senior Data Scientist,Data Scientist,Senior,Wells Fargo,Enterprise,Gaming,"New York, NY",Hybrid,False,217000,294000,250000,SQL|GCP|Statistics|Snowflake|Python,5,6,9,Bachelor's Degree,Yes,Learning Budget|401k Match|Unlimited PTO,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, Statistics, Snowflake, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-03,47,stable,Enterprise,2026-03-22T19:50:30
448ccd01-39b,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Goldman Sachs,Enterprise,InsurTech,"Boston, MA",Remote,True,,,230000,AWS SageMaker|PyTorch|Azure ML|scikit-learn|Kubernetes|Databricks|Git,7,4,6,Bachelor's Degree,No,Remote Work Stipend|Free Meals|Unlimited PTO|Stock Options / RSUs|Parental Leave,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, PyTorch, Azure ML, scikit-learn, Kubernetes, Databricks. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-17,33,very_high,Enterprise,2026-03-22T19:50:30
f039639e-4e3,Staff/Lead Machine Learning Engineer,Machine Learning Engineer,Staff/Lead,Goldman Sachs,Enterprise,Logistics/Supply Chain,"New York, NY",Remote,True,317000,375000,335000,Weights & Biases|TensorFlow|Azure ML|scikit-learn|Kubernetes|Python,6,12,15,Bachelor's Degree,No,Unlimited PTO|Remote Work Stipend|Gym Membership|Stock Options / RSUs,"We are looking for a Staff/Lead Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, TensorFlow, Azure ML, scikit-learn, Kubernetes, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-02-25,25,very_high,Enterprise,2026-03-22T19:50:30
f07645b4-5df,Entry Level Data Scientist,Data Scientist,Entry Level,Cloudflare,Mid-market,Cybersecurity,"Los Angeles, CA",Hybrid,False,,,160000,SQL|GCP|scikit-learn|Statistics|Databricks|Git|A/B Testing,7,1,3,Bachelor's Degree,No,Mental Health Benefits|Remote Work Stipend|Parental Leave|Gym Membership|Unlimited PTO,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, scikit-learn, Statistics, Databricks, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-07,15,stable,Mid-market,2026-03-22T19:50:30
d9382393-555,Senior Data Scientist,Data Scientist,Senior,Accenture,Enterprise,EdTech,"Seattle, WA",On-site,False,,,155000,Docker|SQL|Airflow|Snowflake|A/B Testing|R|Python,7,7,10,Bachelor's Degree,Yes,Mental Health Benefits|Remote Work Stipend|401k Match|Health Insurance|Free Meals|Learning Budget|Stock Options / RSUs,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, Airflow, Snowflake, A/B Testing, R. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-02-23,27,stable,Enterprise,2026-03-22T19:50:30
