job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,source,date_posted,days_since_posted,growth_trend,company_size_tier,year_month,week,salary_band,skills_list,num_skills,skills_clean,requires_python,requires_sql,requires_cloud,requires_llm,seniority_rank,salary_vs_median_pct,is_high_growth_role,is_fresh_posting,hiring_tier
a5893836-44e,Business Intelligence Developer,Business Intelligence Developer,Mid Level,Apple,FAANG+,Healthcare/BioTech,"Atlanta, GA",Remote,True,,,155000.0,9,5,7,Bachelor's Degree,No,Company Website,2026-03-18,4,declining,FAANG+,2026-03,12,$140-170k,"['Power Bi', 'Excel', 'Tableau', 'Snowflake', 'Dax', 'Data Modeling', 'Redshift', 'Git', 'Sql']",9,Data Modeling|Dax|Excel|Git|Power Bi|Redshift|Snowflake|Sql|Tableau,False,False,False,False,2,10.7,False,True,Elite
b71c0895-f1e,Staff/Lead Data Analyst,Data Analyst,Staff/Lead,VectorSearch Co,Startup,EdTech,"New York, NY",Hybrid,False,,,125000.0,8,8,9,Bachelor's Degree,Yes,Company Website,2026-02-24,26,stable,Startup,2026-02,9,$110-140k,"['Power Bi', 'Tableau', 'Looker', 'Snowflake', 'Redshift', 'Dbt', 'Python', 'Sql']",8,Dbt|Looker|Power Bi|Python|Redshift|Snowflake|Sql|Tableau,True,False,False,False,4,4.2,False,False,Early Stage
2c0bc7c0-332,Business Intelligence Developer,Business Intelligence Developer,Mid Level,Airbyte,Scale-up,FinTech,"San Francisco, CA",Remote,True,134000.0,168000.0,155000.0,4,5,7,No Degree Required,Yes,Company Website,2026-03-14,8,declining,Scale-up,2026-03,11,$140-170k,"['Looker', 'Power Bi', 'Excel', 'Tableau']",4,Excel|Looker|Power Bi|Tableau,False,False,False,False,2,10.7,False,False,High Growth
478f185f-06f,Senior Data Scientist,Data Scientist,Senior,Scale AI,Scale-up,Media/Streaming,"Chicago, IL",Hybrid,False,138000.0,173000.0,155000.0,7,7,9,Bachelor's Degree,Yes,Indeed,2026-03-05,17,stable,Scale-up,2026-03,10,$140-170k,"['Docker', 'GCP', 'Airflow', 'Scikit-Learn', 'Statistics', 'Python']",6,Airflow|Docker|GCP|Python|Scikit-Learn|Statistics,True,False,True,False,3,-18.4,False,False,High Growth
c5e732c2-15c,Data Scientist,Data Scientist,Mid Level,Google,FAANG+,AI/ML Platform,"Austin, TX",Hybrid,False,183000.0,229000.0,205000.0,7,3,4,Bachelor's Degree,No,LinkedIn,2025-11-13,129,stable,FAANG+,2025-11,46,$170-210k,"['B Testing', 'GCP', 'Statistics', 'Python', 'Databricks', 'Sql']",6,B Testing|Databricks|GCP|Python|Sql|Statistics,True,False,True,False,2,7.9,False,False,Elite
b1c9b902-758,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Snowflake,Scale-up,Healthcare/BioTech,"Seattle, WA",Remote,True,320000.0,385000.0,355000.0,4,8,10,Bachelor's Degree,No,Glassdoor,2026-01-06,75,explosive,Scale-up,2026-01,2,$280k+,"['LangChain', 'Openai Api', 'Vector Databases', 'Hugging Face']",4,Hugging Face|LangChain|Openai Api|Vector Databases,False,False,False,True,3,22.4,True,False,High Growth
2034e4f7-e22,Analytics Engineer,Analytics Engineer,Mid Level,Databricks,Scale-up,SaaS/Cloud,"Washington, DC",Remote,True,,,135000.0,4,2,5,No Degree Required,Yes,Company Website,2026-02-27,23,high,Scale-up,2026-02,9,$110-140k,"['Python', 'Looker', 'Dbt', 'Git']",4,Dbt|Git|Looker|Python,True,False,False,False,2,-15.6,True,False,High Growth
25426f5c-0f4,Analytics Engineer,Analytics Engineer,Mid Level,McKinsey,Enterprise,AI/ML Platform,"Chicago, IL",Hybrid,False,,,95000.0,4,5,8,Master's Preferred,No,Company Website,2026-01-28,53,high,Enterprise,2026-01,5,$80-110k,"['Redshift', 'Looker', 'Dbt', 'Sql']",4,Dbt|Looker|Redshift|Sql,False,False,False,False,2,-40.6,True,False,Stable
a43a18c8-a96,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,Modal,Scale-up,Gaming,"Chicago, IL",Hybrid,False,183000.0,216000.0,195000.0,8,8,11,Master's Preferred,No,Glassdoor,2026-01-29,52,declining,Scale-up,2026-01,5,$170-210k,"['Tableau', 'Looker', 'Dax', 'Data Modeling', 'Redshift', 'Python', 'Git', 'Sql']",8,Data Modeling|Dax|Git|Looker|Python|Redshift|Sql|Tableau,True,False,False,False,3,39.3,False,False,High Growth
26fe34d8-d90,Machine Learning Engineer,Machine Learning Engineer,Mid Level,IBM,Enterprise,E-commerce,"Austin, TX",Remote,True,146000.0,170000.0,160000.0,6,4,6,Bachelor's Degree,Yes,LinkedIn,2026-01-24,57,very_high,Enterprise,2026-01,4,$140-170k,"['Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Gcp Vertex Ai', 'PyTorch', 'Mlflow']",6,Gcp Vertex Ai|Kubernetes|Mlflow|PyTorch|Scikit-Learn|Tensorflow,False,False,False,True,2,-37.3,True,False,Stable
01770e9d-d97,Entry Level Business Intelligence Developer,Business Intelligence Developer,Entry Level,Hugging Face,Scale-up,EdTech,"Boston, MA",On-site,False,65000.0,78000.0,70000.0,8,2,5,Bachelor's Degree,Yes,Glassdoor,2026-02-07,43,declining,Scale-up,2026-02,6,<$80k,"['Power Bi', 'Excel', 'Tableau', 'Snowflake', 'Dax', 'Data Modeling', 'Git', 'Sql']",8,Data Modeling|Dax|Excel|Git|Power Bi|Snowflake|Sql|Tableau,False,False,False,False,1,-50.0,False,False,High Growth
2a468d26-171,Data Engineer,Data Engineer,Mid Level,MetricStack,Startup,Gaming,"San Francisco, CA",Remote,True,95000.0,122000.0,110000.0,8,4,7,No Degree Required,No,Glassdoor,2026-03-01,21,high,Startup,2026-03,9,$80-110k,"['Kubernetes', 'Terraform', 'Airflow', 'GCP', 'Python', 'Aws', 'Spark', 'Sql']",8,Airflow|Aws|GCP|Kubernetes|Python|Spark|Sql|Terraform,True,False,True,False,2,-38.9,True,False,Early Stage
58a7db29-237,Data Scientist,Data Scientist,Mid Level,New Relic,Mid-market,SaaS/Cloud,"Austin, TX",Remote,True,,,180000.0,8,5,7,PhD Preferred,Yes,Indeed,2026-03-12,10,stable,Mid-market,2026-03,11,$170-210k,"['Docker', 'Scikit-Learn', 'Snowflake', 'Statistics', 'Python', 'Aws', 'Sql']",7,Aws|Docker|Python|Scikit-Learn|Snowflake|Sql|Statistics,True,False,False,False,2,-5.3,False,False,Stable
065450f6-95c,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Databricks,Scale-up,AI/ML Platform,"Atlanta, GA",Hybrid,False,176000.0,220000.0,205000.0,7,5,6,Bachelor's Degree,Yes,Indeed,2026-03-09,13,very_high,Scale-up,2026-03,11,$170-210k,"['Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Ray', 'Python', 'PyTorch', 'Mlflow']",7,Kubernetes|Mlflow|PyTorch|Python|Ray|Scikit-Learn|Tensorflow,True,False,False,True,2,-19.6,True,False,High Growth
24f7e039-16b,Senior Data Scientist,Data Scientist,Senior,Snowflake,Scale-up,AdTech/MarTech,"Los Angeles, CA",Hybrid,False,,,200000.0,5,6,7,No Degree Required,Yes,LinkedIn,2026-03-22,0,stable,Scale-up,2026-03,12,$170-210k,"['Docker', 'B Testing', 'GCP', 'Scikit-Learn', 'Statistics']",5,B Testing|Docker|GCP|Scikit-Learn|Statistics,False,False,True,False,3,5.3,False,True,High Growth
15363dfb-1fe,Senior Data Engineer,Data Engineer,Senior,JPMorgan Chase,Enterprise,AdTech/MarTech,"Los Angeles, CA",Remote,True,,,255000.0,7,5,7,Bachelor's Degree,No,Indeed,2026-02-19,31,high,Enterprise,2026-02,8,$210-280k,"['Kafka', 'Airflow', 'Dbt', 'Python', 'Spark', 'Azure', 'Sql']",7,Airflow|Azure|Dbt|Kafka|Python|Spark|Sql,True,False,True,False,3,41.7,True,False,Stable
cdee5064-7bd,Data Scientist,Data Scientist,Mid Level,QueryCraft,Startup,Media/Streaming,"Denver, CO",Remote,True,,,160000.0,8,2,3,No Degree Required,Yes,Indeed,2026-02-21,29,stable,Startup,2026-02,8,$140-170k,"['B Testing', 'Scikit-Learn', 'Statistics', 'Python', 'Aws', 'Databricks', 'Sql']",7,Aws|B Testing|Databricks|Python|Scikit-Learn|Sql|Statistics,True,False,False,False,2,-15.8,False,False,Early Stage
8f4c070d-658,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Scale AI,Scale-up,Cybersecurity,"Denver, CO",Hybrid,False,359000.0,422000.0,400000.0,8,6,8,PhD Preferred,No,Glassdoor,2026-03-02,20,very_high,Scale-up,2026-03,10,$280k+,"['Scikit-Learn', 'Tensorflow', 'Aws Sagemaker', 'PyTorch', 'Ray', 'Python', 'Azure Ml', 'Databricks']",8,Aws Sagemaker|Azure Ml|Databricks|PyTorch|Python|Ray|Scikit-Learn|Tensorflow,True,False,False,True,3,56.9,True,False,High Growth
44a8c511-bb5,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,InsightHub,Startup,Gaming,"San Francisco, CA",On-site,False,,,120000.0,7,6,8,No Degree Required,No,Company Website,2026-03-21,1,declining,Startup,2026-03,12,$110-140k,"['Bigquery', 'Power Bi', 'Tableau', 'Looker', 'Dax', 'Redshift', 'Sql']",7,Bigquery|Dax|Looker|Power Bi|Redshift|Sql|Tableau,False,False,False,False,3,-14.3,False,True,Early Stage
014db188-76e,Senior Data Analyst,Data Analyst,Senior,Scale AI,Scale-up,Media/Streaming,"Denver, CO",Hybrid,False,,,180000.0,8,8,9,No Degree Required,No,Company Website,2026-03-11,11,stable,Scale-up,2026-03,11,$170-210k,"['Excel', 'Tableau', 'Looker', 'Snowflake', 'Dbt', 'Google Sheets', 'Git', 'Sql']",8,Dbt|Excel|Git|Google Sheets|Looker|Snowflake|Sql|Tableau,False,False,False,False,3,50.0,False,False,High Growth
3adef662-010,Data Analyst,Data Analyst,Mid Level,Mistral,Scale-up,Media/Streaming,"New York, NY",Hybrid,False,,,170000.0,9,5,6,Master's Preferred,Yes,Indeed,2025-12-06,106,stable,Scale-up,2025-12,49,$140-170k,"['Bigquery', 'Power Bi', 'Excel', 'Looker', 'Redshift', 'Python', 'Google Sheets', 'Git', 'Sql']",9,Bigquery|Excel|Git|Google Sheets|Looker|Power Bi|Python|Redshift|Sql,True,False,False,False,2,41.7,False,False,High Growth
10ea4672-29d,AI/LLM Engineer,AI/LLM Engineer,Mid Level,UnitedHealth,Enterprise,Logistics/Supply Chain,"San Francisco, CA",On-site,False,,,215000.0,7,4,5,Master's Preferred,No,Company Website,2026-02-15,35,explosive,Enterprise,2026-02,7,$210-280k,"['Openai Api', 'GCP', 'LangChain', 'Fastapi', 'Python', 'Aws', 'Hugging Face']",7,Aws|Fastapi|GCP|Hugging Face|LangChain|Openai Api|Python,True,False,True,True,2,-25.9,True,False,Stable
147f2b80-543,Senior Data Scientist,Data Scientist,Senior,Amazon,FAANG+,FinTech,"New York, NY",Remote,True,181000.0,228000.0,195000.0,7,9,11,Bachelor's Degree,Yes,Company Website,2026-01-30,51,stable,FAANG+,2026-01,5,$170-210k,"['B Testing', 'GCP', 'Scikit-Learn', 'Snowflake', 'Python', 'Sql']",6,B Testing|GCP|Python|Scikit-Learn|Snowflake|Sql,True,False,True,False,3,2.6,False,False,Elite
433bfdb4-f26,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,Fivetran,Scale-up,Cybersecurity,"New York, NY",On-site,False,,,270000.0,6,6,7,Bachelor's Degree,No,Glassdoor,2026-02-18,32,declining,Scale-up,2026-02,8,$210-280k,"['Power Bi', 'Tableau', 'Looker', 'Dax', 'Redshift', 'Sql']",6,Dax|Looker|Power Bi|Redshift|Sql|Tableau,False,False,False,False,3,92.9,False,False,High Growth
05af932d-abb,Entry Level Data Scientist,Data Scientist,Entry Level,Stripe,Scale-up,AI/ML Platform,"San Francisco, CA",Remote,True,,,225000.0,9,2,5,Bachelor's Degree,No,Company Website,2026-02-02,48,stable,Scale-up,2026-02,6,$210-280k,"['Docker', 'B Testing', 'Git', 'Statistics', 'Python', 'Aws', 'Databricks', 'Sql']",8,Aws|B Testing|Databricks|Docker|Git|Python|Sql|Statistics,True,False,False,False,1,18.4,False,False,High Growth
ea57d93c-72b,Staff/Lead Analytics Engineer,Analytics Engineer,Staff/Lead,Modal,Scale-up,Logistics/Supply Chain,"San Francisco, CA",Hybrid,False,,,365000.0,6,10,12,Bachelor's Degree,Yes,Company Website,2026-02-06,44,high,Scale-up,2026-02,6,$280k+,"['Looker', 'Snowflake', 'Redshift', 'Python', 'Git', 'Sql']",6,Git|Looker|Python|Redshift|Snowflake|Sql,True,False,False,False,4,128.1,True,False,High Growth
210567c1-c70,AI/LLM Engineer,AI/LLM Engineer,Mid Level,Meta,FAANG+,Media/Streaming,"San Francisco, CA",Remote,True,293000.0,342000.0,315000.0,8,5,6,Master's Preferred,Yes,LinkedIn,2026-03-10,12,explosive,FAANG+,2026-03,11,$280k+,"['Openai Api', 'Weaviate', 'Vector Databases', 'LangChain', 'Python', 'Aws', 'PyTorch', 'Hugging Face']",8,Aws|Hugging Face|LangChain|Openai Api|PyTorch|Python|Vector Databases|Weaviate,True,False,False,True,2,8.6,True,False,Elite
08744890-47f,Data Engineer,Data Engineer,Mid Level,IBM,Enterprise,Gaming,"Austin, TX",Remote,True,99000.0,124000.0,105000.0,5,2,4,Master's Preferred,Yes,Company Website,2026-03-14,8,high,Enterprise,2026-03,11,$80-110k,"['Kafka', 'GCP', 'Dbt', 'Spark', 'Sql']",5,Dbt|GCP|Kafka|Spark|Sql,False,False,True,False,2,-41.7,True,False,Stable
3ec11668-67f,Senior Data Engineer,Data Engineer,Senior,Scale AI,Scale-up,SaaS/Cloud,"Austin, TX",Remote,True,,,210000.0,8,5,7,Master's Preferred,No,LinkedIn,2026-02-21,29,high,Scale-up,2026-02,8,$170-210k,"['Terraform', 'Kafka', 'Snowflake', 'Dbt', 'Python', 'Aws', 'Spark', 'Sql']",8,Aws|Dbt|Kafka|Python|Snowflake|Spark|Sql|Terraform,True,False,False,False,3,16.7,True,False,High Growth
a2df449a-8e3,Data Scientist,Data Scientist,Mid Level,Citigroup,Enterprise,AdTech/MarTech,"Washington, DC",Remote,True,96000.0,117000.0,110000.0,7,4,6,Bachelor's Degree,No,Indeed,2025-11-16,126,stable,Enterprise,2025-11,46,$80-110k,"['Docker', 'GCP', 'Airflow', 'Python', 'Aws', 'Sql']",6,Airflow|Aws|Docker|GCP|Python|Sql,True,False,True,False,2,-42.1,False,False,Stable
e5b3b476-471,Data Platform Engineer,Data Platform Engineer,Mid Level,IBM,Enterprise,AI/ML Platform,"Chicago, IL",Remote,True,135000.0,170000.0,145000.0,9,2,4,Bachelor's Degree,No,Levels.fyi,2026-01-30,51,high,Enterprise,2026-01,5,$140-170k,"['Kubernetes', 'Terraform', 'Kafka', 'GCP', 'Python', 'Databricks', 'Spark', 'Git', 'Sql']",9,Databricks|GCP|Git|Kafka|Kubernetes|Python|Spark|Sql|Terraform,True,False,True,False,2,-27.5,True,False,Stable
917c2069-08a,Staff/Lead Business Intelligence Developer,Business Intelligence Developer,Staff/Lead,Airbyte,Scale-up,AI/ML Platform,"New York, NY",Remote,True,261000.0,312000.0,275000.0,5,9,12,Bachelor's Degree,No,Glassdoor,2026-02-26,24,declining,Scale-up,2026-02,9,$210-280k,"['Tableau', 'Dax', 'Looker', 'Data Modeling', 'Snowflake']",5,Data Modeling|Dax|Looker|Snowflake|Tableau,False,False,False,False,4,96.4,False,False,High Growth
bbed9417-db6,Analytics Engineer,Analytics Engineer,Mid Level,DataMesh Labs,Startup,Media/Streaming,"Boston, MA",Remote,True,,,150000.0,9,4,5,Bachelor's Degree,No,Company Website,2026-03-01,21,high,Startup,2026-03,9,$140-170k,"['Tableau', 'Git', 'Airflow', 'Looker', 'Data Modeling', 'Dbt', 'Python', 'Databricks', 'Sql']",9,Airflow|Data Modeling|Databricks|Dbt|Git|Looker|Python|Sql|Tableau,True,False,False,False,2,-6.2,True,False,Early Stage
3869ab3f-13c,Data Engineer,Data Engineer,Mid Level,Wells Fargo,Enterprise,EdTech,"Austin, TX",Remote,True,157000.0,192000.0,170000.0,8,5,6,Bachelor's Degree,Possible,Indeed,2026-03-15,7,high,Enterprise,2026-03,11,$140-170k,"['Kafka', 'Airflow', 'Dbt', 'Azure', 'Python', 'Spark', 'Databricks', 'Sql']",8,Airflow|Azure|Databricks|Dbt|Kafka|Python|Spark|Sql,True,False,True,False,2,-5.6,True,True,Stable
723145a1-418,Entry Level Data Scientist,Data Scientist,Entry Level,Databricks,Scale-up,Gaming,"San Francisco, CA",Remote,True,,,225000.0,8,2,5,PhD Preferred,Yes,Indeed,2026-02-05,45,stable,Scale-up,2026-02,6,$210-280k,"['Docker', 'B Testing', 'Scikit-Learn', 'Statistics', 'Python', 'Git', 'Sql']",7,B Testing|Docker|Git|Python|Scikit-Learn|Sql|Statistics,True,False,False,False,1,18.4,False,False,High Growth
0a56ba81-2b2,Senior Analytics Engineer,Analytics Engineer,Senior,DataFlow Inc,Startup,AI/ML Platform,"San Francisco, CA",On-site,False,,,140000.0,8,6,7,Bachelor's Degree,Yes,Levels.fyi,2026-01-24,57,high,Startup,2026-01,4,$110-140k,"['Airflow', 'Snowflake', 'Data Modeling', 'Redshift', 'Dbt', 'Python', 'Git', 'Sql']",8,Airflow|Data Modeling|Dbt|Git|Python|Redshift|Snowflake|Sql,True,False,False,False,3,-12.5,True,False,Early Stage
5bbb391a-3f5,Entry Level Data Engineer,Data Engineer,Entry Level,SAP,Enterprise,Healthcare/BioTech,"San Francisco, CA",Hybrid,False,,,110000.0,9,2,3,PhD Preferred,Yes,Levels.fyi,2026-02-12,38,high,Enterprise,2026-02,7,$80-110k,"['Kubernetes', 'Terraform', 'Kafka', 'Airflow', 'Python', 'Aws', 'Spark', 'Azure', 'Sql']",9,Airflow|Aws|Azure|Kafka|Kubernetes|Python|Spark|Sql|Terraform,True,False,True,False,1,-38.9,True,False,Stable
c05c91a8-ae1,Senior Data Analyst,Data Analyst,Senior,PipelineOS,Startup,FinTech,"Miami, FL",On-site,False,119000.0,141000.0,125000.0,8,5,6,Bachelor's Degree,No,Indeed,2026-03-05,17,stable,Startup,2026-03,10,$110-140k,"['Power Bi', 'Tableau', 'Looker', 'Snowflake', 'Redshift', 'Dbt', 'Python', 'Google Sheets']",8,Dbt|Google Sheets|Looker|Power Bi|Python|Redshift|Snowflake|Tableau,True,False,False,False,3,4.2,False,False,Early Stage
811f8a48-4b5,Data Scientist,Data Scientist,Mid Level,CVS,Enterprise,SaaS/Cloud,"San Francisco, CA",Hybrid,False,117000.0,146000.0,125000.0,5,4,7,Bachelor's Degree,Yes,Indeed,2026-02-25,25,stable,Enterprise,2026-02,9,$110-140k,"['B Testing', 'GCP', 'Scikit-Learn', 'Statistics', 'Python']",5,B Testing|GCP|Python|Scikit-Learn|Statistics,True,False,True,False,2,-34.2,False,False,Stable
fb1195fd-138,Entry Level Analytics Engineer,Analytics Engineer,Entry Level,Scale AI,Scale-up,Gaming,"San Francisco, CA",Hybrid,False,148000.0,176000.0,160000.0,6,2,5,Master's Preferred,Yes,LinkedIn,2026-03-22,0,high,Scale-up,2026-03,12,$140-170k,"['Tableau', 'Airflow', 'Looker', 'Snowflake', 'Python', 'Sql']",6,Airflow|Looker|Python|Snowflake|Sql|Tableau,True,False,False,False,1,0.0,True,True,High Growth
0a17de8a-72f,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,QueryCraft,Startup,Logistics/Supply Chain,"San Francisco, CA",Hybrid,False,,,355000.0,9,9,12,Bachelor's Degree,No,Company Website,2026-02-22,28,very_high,Startup,2026-02,8,$280k+,"['Kubernetes', 'Git', 'Scikit-Learn', 'Tensorflow', 'Aws Sagemaker', 'PyTorch', 'Python', 'Gcp Vertex Ai', 'Azure Ml']",9,Aws Sagemaker|Azure Ml|Gcp Vertex Ai|Git|Kubernetes|PyTorch|Python|Scikit-Learn|Tensorflow,True,False,False,True,3,39.2,True,False,Early Stage
95b00dda-c03,Analytics Engineer,Analytics Engineer,Mid Level,Airbyte,Scale-up,E-commerce,"San Francisco, CA",Remote,True,127000.0,160000.0,145000.0,5,5,8,Bachelor's Degree,No,Company Website,2026-03-18,4,high,Scale-up,2026-03,12,$140-170k,"['Looker', 'Data Modeling', 'Python', 'Databricks', 'Sql']",5,Data Modeling|Databricks|Looker|Python|Sql,True,False,False,False,2,-9.4,True,True,High Growth
ed5a3f6b-2bf,Entry Level Data Analyst,Data Analyst,Entry Level,Google,FAANG+,Gaming,"Los Angeles, CA",Hybrid,False,,,115000.0,9,1,3,No Degree Required,No,Indeed,2026-01-21,60,stable,FAANG+,2026-01,4,$110-140k,"['Bigquery', 'Power Bi', 'Excel', 'Tableau', 'Looker', 'Snowflake', 'Dbt', 'Python', 'Sql']",9,Bigquery|Dbt|Excel|Looker|Power Bi|Python|Snowflake|Sql|Tableau,True,False,False,False,1,-4.2,False,False,Elite
6ca2340e-7e3,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Weights & Biases,Scale-up,FinTech,"New York, NY",Remote,True,271000.0,337000.0,295000.0,7,6,8,No Degree Required,No,Levels.fyi,2026-02-03,47,very_high,Scale-up,2026-02,6,$280k+,"['Kubernetes', 'Scikit-Learn', 'Tensorflow', 'Aws Sagemaker', 'PyTorch', 'Azure Ml', 'Mlflow']",7,Aws Sagemaker|Azure Ml|Kubernetes|Mlflow|PyTorch|Scikit-Learn|Tensorflow,False,False,False,True,3,15.7,True,False,High Growth
820fe3a8-3d5,Staff/Lead Data Analyst,Data Analyst,Staff/Lead,Elastic,Mid-market,SaaS/Cloud,"New York, NY",Hybrid,False,227000.0,277000.0,255000.0,8,10,12,Bachelor's Degree,Yes,Company Website,2026-03-05,17,stable,Mid-market,2026-03,10,$210-280k,"['Bigquery', 'Power Bi', 'Excel', 'Tableau', 'Python', 'Google Sheets', 'Git', 'Sql']",8,Bigquery|Excel|Git|Google Sheets|Power Bi|Python|Sql|Tableau,True,False,False,False,4,112.5,False,False,Stable
bd76baf0-2a4,Data Scientist,Data Scientist,Mid Level,CVS,Enterprise,Healthcare/BioTech,"New York, NY",Remote,True,191000.0,217000.0,205000.0,6,3,5,Bachelor's Degree,No,LinkedIn,2026-03-15,7,stable,Enterprise,2026-03,11,$170-210k,"['B Testing', 'Scikit-Learn', 'Snowflake', 'Statistics', 'Python', 'Sql']",6,B Testing|Python|Scikit-Learn|Snowflake|Sql|Statistics,True,False,False,False,2,7.9,False,True,Stable
3a435c65-a74,Senior Data Scientist,Data Scientist,Senior,IBM,Enterprise,FinTech,"Miami, FL",Remote,True,129000.0,157000.0,140000.0,8,5,8,Bachelor's Degree,Possible,LinkedIn,2026-02-03,47,stable,Enterprise,2026-02,6,$110-140k,"['Docker', 'B Testing', 'Airflow', 'Sql', 'Python', 'Aws', 'Jupyter']",7,Airflow|Aws|B Testing|Docker|Jupyter|Python|Sql,True,False,False,False,3,-26.3,False,False,Stable
a1c87c39-146,Entry Level Data Platform Engineer,Data Platform Engineer,Entry Level,Stripe,Scale-up,InsurTech,"Los Angeles, CA",Remote,True,,,120000.0,5,1,3,Master's Preferred,Yes,Indeed,2026-03-01,21,high,Scale-up,2026-03,9,$110-140k,"['Docker', 'Python', 'Spark', 'Databricks', 'Sql']",5,Databricks|Docker|Python|Spark|Sql,True,False,False,False,1,-40.0,True,False,High Growth
b8fceb8e-362,Entry Level Data Analyst,Data Analyst,Entry Level,InsightHub,Startup,Logistics/Supply Chain,"New York, NY",Remote,True,,,70000.0,6,1,3,Bachelor's Degree,No,Indeed,2026-01-21,60,stable,Startup,2026-01,4,<$80k,"['Power Bi', 'Excel', 'Tableau', 'Dbt', 'Python', 'Sql']",6,Dbt|Excel|Power Bi|Python|Sql|Tableau,True,False,False,False,1,-41.7,False,False,Early Stage
f94dcf51-c02,Entry Level Data Analyst,Data Analyst,Entry Level,Fivetran,Scale-up,SaaS/Cloud,"Austin, TX",On-site,False,61000.0,69000.0,65000.0,6,2,3,No Degree Required,No,Glassdoor,2026-02-26,24,stable,Scale-up,2026-02,9,<$80k,"['Power Bi', 'Excel', 'Tableau', 'Looker', 'Python', 'Git']",6,Excel|Git|Looker|Power Bi|Python|Tableau,True,False,False,False,1,-45.8,False,False,High Growth
1ec833b9-7fe,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,DataFlow Inc,Startup,Gaming,"Atlanta, GA",Remote,True,,,235000.0,6,7,9,Master's Preferred,No,Levels.fyi,2026-03-08,14,very_high,Startup,2026-03,10,$210-280k,"['Kubernetes', 'Ray', 'Azure Ml', 'Python', 'Gcp Vertex Ai', 'PyTorch']",6,Azure Ml|Gcp Vertex Ai|Kubernetes|PyTorch|Python|Ray,True,False,False,True,3,-7.8,True,False,Early Stage
f50dfdca-604,Senior Data Scientist,Data Scientist,Senior,Confluent,Scale-up,Media/Streaming,"San Francisco, CA",Remote,True,,,225000.0,5,6,8,Bachelor's Degree,No,LinkedIn,2026-03-11,11,stable,Scale-up,2026-03,11,$210-280k,"['Docker', 'Airflow', 'Statistics', 'Python', 'Sql']",5,Airflow|Docker|Python|Sql|Statistics,True,False,False,False,3,18.4,False,False,High Growth
25036334-2f4,Senior Data Engineer,Data Engineer,Senior,Hugging Face,Scale-up,Media/Streaming,"Atlanta, GA",Hybrid,False,,,265000.0,6,9,10,Bachelor's Degree,No,Levels.fyi,2026-03-05,17,high,Scale-up,2026-03,10,$210-280k,"['Terraform', 'Dbt', 'Aws', 'Spark', 'Azure', 'Sql']",6,Aws|Azure|Dbt|Spark|Sql|Terraform,False,False,True,False,3,47.2,True,False,High Growth
3a767299-045,Data Engineer,Data Engineer,Mid Level,Citigroup,Enterprise,Cybersecurity,"Boston, MA",Remote,True,101000.0,134000.0,115000.0,7,5,7,PhD Preferred,Yes,LinkedIn,2026-02-23,27,high,Enterprise,2026-02,9,$110-140k,"['Kafka', 'Airflow', 'Snowflake', 'Python', 'Spark', 'Azure', 'Sql']",7,Airflow|Azure|Kafka|Python|Snowflake|Spark|Sql,True,False,True,False,2,-36.1,True,False,Stable
b88062d2-1ec,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,Confluent,Scale-up,Logistics/Supply Chain,"Seattle, WA",Hybrid,False,,,315000.0,7,12,13,PhD Preferred,No,Indeed,2025-11-09,133,stable,Scale-up,2025-11,45,$280k+,"['B Testing', 'Scikit-Learn', 'Snowflake', 'Statistics', 'Python', 'Jupyter']",6,B Testing|Jupyter|Python|Scikit-Learn|Snowflake|Statistics,True,False,False,False,4,65.8,False,False,High Growth
6166c145-bc1,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Weights & Biases,Scale-up,FinTech,"Boston, MA",Remote,True,317000.0,410000.0,350000.0,5,2,4,Master's Preferred,No,LinkedIn,2026-01-20,61,very_high,Scale-up,2026-01,4,$280k+,"['Docker', 'Tensorflow', 'Ray', 'PyTorch', 'Mlflow']",5,Docker|Mlflow|PyTorch|Ray|Tensorflow,False,False,False,True,2,37.3,True,False,High Growth
f5b929ae-cc3,Entry Level Analytics Engineer,Analytics Engineer,Entry Level,Weights & Biases,Scale-up,Logistics/Supply Chain,"New York, NY",On-site,False,,,145000.0,5,0,3,Bachelor's Degree,No,LinkedIn,2026-03-15,7,high,Scale-up,2026-03,11,$140-170k,"['Looker', 'Snowflake', 'Data Modeling', 'Dbt', 'Sql']",5,Data Modeling|Dbt|Looker|Snowflake|Sql,False,False,False,False,1,-9.4,True,True,High Growth
