job_id,skill,role_category,seniority,salary_midpoint,remote_type,company_tier,date_posted,is_high_growth_role
ed432a3f-b7a,Scikit-Learn,Data Scientist,Entry Level,95000.0,Remote,Startup,2026-03-20,False
ed432a3f-b7a,Statistics,Data Scientist,Entry Level,95000.0,Remote,Startup,2026-03-20,False
ed432a3f-b7a,Python,Data Scientist,Entry Level,95000.0,Remote,Startup,2026-03-20,False
ed432a3f-b7a,Docker,Data Scientist,Entry Level,95000.0,Remote,Startup,2026-03-20,False
ed432a3f-b7a,Airflow,Data Scientist,Entry Level,95000.0,Remote,Startup,2026-03-20,False
ed432a3f-b7a,B Testing,Data Scientist,Entry Level,95000.0,Remote,Startup,2026-03-20,False
89931067-9ad,Scikit-Learn,Data Scientist,Mid Level,130000.0,On-site,Enterprise,2026-03-19,False
89931067-9ad,Statistics,Data Scientist,Mid Level,130000.0,On-site,Enterprise,2026-03-19,False
89931067-9ad,Jupyter,Data Scientist,Mid Level,130000.0,On-site,Enterprise,2026-03-19,False
89931067-9ad,Python,Data Scientist,Mid Level,130000.0,On-site,Enterprise,2026-03-19,False
89931067-9ad,Docker,Data Scientist,Mid Level,130000.0,On-site,Enterprise,2026-03-19,False
89931067-9ad,GCP,Data Scientist,Mid Level,130000.0,On-site,Enterprise,2026-03-19,False
75a8f112-5cb,Looker,Business Intelligence Developer,Mid Level,100000.0,Remote,Enterprise,2026-03-02,False
75a8f112-5cb,Bigquery,Business Intelligence Developer,Mid Level,100000.0,Remote,Enterprise,2026-03-02,False
75a8f112-5cb,Data Modeling,Business Intelligence Developer,Mid Level,100000.0,Remote,Enterprise,2026-03-02,False
75a8f112-5cb,Sql,Business Intelligence Developer,Mid Level,100000.0,Remote,Enterprise,2026-03-02,False
75a8f112-5cb,Tableau,Business Intelligence Developer,Mid Level,100000.0,Remote,Enterprise,2026-03-02,False
75a8f112-5cb,Power Bi,Business Intelligence Developer,Mid Level,100000.0,Remote,Enterprise,2026-03-02,False
c612a0e2-ed9,Dbt,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,Git,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,Kafka,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,Python,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,Airflow,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,Spark,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,Sql,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
c612a0e2-ed9,GCP,Data Engineer,Mid Level,195000.0,Hybrid,Startup,2026-02-13,True
4fbddfb3-67b,Mlflow,Machine Learning Engineer,Mid Level,245000.0,Hybrid,Scale-up,2026-01-21,True
4fbddfb3-67b,PyTorch,Machine Learning Engineer,Mid Level,245000.0,Hybrid,Scale-up,2026-01-21,True
4fbddfb3-67b,Scikit-Learn,Machine Learning Engineer,Mid Level,245000.0,Hybrid,Scale-up,2026-01-21,True
4fbddfb3-67b,Git,Machine Learning Engineer,Mid Level,245000.0,Hybrid,Scale-up,2026-01-21,True
4fbddfb3-67b,Python,Machine Learning Engineer,Mid Level,245000.0,Hybrid,Scale-up,2026-01-21,True
4fbddfb3-67b,Databricks,Machine Learning Engineer,Mid Level,245000.0,Hybrid,Scale-up,2026-01-21,True
11fc61f5-43b,Dax,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Looker,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Python,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Data Modeling,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Sql,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Tableau,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Snowflake,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Power Bi,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
11fc61f5-43b,Excel,Business Intelligence Developer,Entry Level,65000.0,Remote,Enterprise,2025-12-01,False
07d13849-b14,Dbt,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Git,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Kafka,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Python,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Airflow,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Spark,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Databricks,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,Sql,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
07d13849-b14,GCP,Data Engineer,Entry Level,80000.0,Hybrid,Startup,2026-03-13,True
3c108938-121,Google Sheets,Data Analyst,Entry Level,50000.0,Remote,Enterprise,2026-03-13,False
3c108938-121,Python,Data Analyst,Entry Level,50000.0,Remote,Enterprise,2026-03-13,False
3c108938-121,Bigquery,Data Analyst,Entry Level,50000.0,Remote,Enterprise,2026-03-13,False
3c108938-121,Tableau,Data Analyst,Entry Level,50000.0,Remote,Enterprise,2026-03-13,False
3c108938-121,Power Bi,Data Analyst,Entry Level,50000.0,Remote,Enterprise,2026-03-13,False
3c108938-121,Excel,Data Analyst,Entry Level,50000.0,Remote,Enterprise,2026-03-13,False
895f65b2-839,Aws,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
895f65b2-839,Dbt,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
895f65b2-839,Python,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
895f65b2-839,Kafka,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
895f65b2-839,Spark,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
895f65b2-839,Databricks,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
895f65b2-839,Sql,Data Engineer,Mid Level,160000.0,Remote,Enterprise,2026-03-05,True
ee292817-f76,Dax,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Looker,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Python,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Bigquery,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Tableau,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Sql,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Redshift,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Snowflake,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
ee292817-f76,Power Bi,Business Intelligence Developer,Senior,135000.0,Remote,Enterprise,2026-02-02,False
4dbc1a25-16f,PyTorch,AI/LLM Engineer,Senior,315000.0,Hybrid,Mid-market,2026-02-28,True
4dbc1a25-16f,Vector Databases,AI/LLM Engineer,Senior,315000.0,Hybrid,Mid-market,2026-02-28,True
4dbc1a25-16f,Fastapi,AI/LLM Engineer,Senior,315000.0,Hybrid,Mid-market,2026-02-28,True
4dbc1a25-16f,LangChain,AI/LLM Engineer,Senior,315000.0,Hybrid,Mid-market,2026-02-28,True
4dbc1a25-16f,Weaviate,AI/LLM Engineer,Senior,315000.0,Hybrid,Mid-market,2026-02-28,True
4dbc1a25-16f,Pinecone,AI/LLM Engineer,Senior,315000.0,Hybrid,Mid-market,2026-02-28,True
20c68b55-955,Google Sheets,Data Analyst,Senior,130000.0,Hybrid,Scale-up,2026-03-19,False
20c68b55-955,Python,Data Analyst,Senior,130000.0,Hybrid,Scale-up,2026-03-19,False
20c68b55-955,Sql,Data Analyst,Senior,130000.0,Hybrid,Scale-up,2026-03-19,False
20c68b55-955,Power Bi,Data Analyst,Senior,130000.0,Hybrid,Scale-up,2026-03-19,False
20c68b55-955,Excel,Data Analyst,Senior,130000.0,Hybrid,Scale-up,2026-03-19,False
4087e4b2-8e5,Scikit-Learn,Data Scientist,Senior,310000.0,Hybrid,Mid-market,2026-02-05,False
4087e4b2-8e5,Statistics,Data Scientist,Senior,310000.0,Hybrid,Mid-market,2026-02-05,False
4087e4b2-8e5,Python,Data Scientist,Senior,310000.0,Hybrid,Mid-market,2026-02-05,False
4087e4b2-8e5,Airflow,Data Scientist,Senior,310000.0,Hybrid,Mid-market,2026-02-05,False
4087e4b2-8e5,B Testing,Data Scientist,Senior,310000.0,Hybrid,Mid-market,2026-02-05,False
4087e4b2-8e5,Sql,Data Scientist,Senior,310000.0,Hybrid,Mid-market,2026-02-05,False
5d163395-245,Dbt,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Looker,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Git,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Python,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Bigquery,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Tableau,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Sql,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Redshift,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Power Bi,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
5d163395-245,Excel,Data Analyst,Senior,135000.0,Remote,FAANG+,2026-03-10,False
501eb3a3-fcd,Dax,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Looker,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Git,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Python,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Sql,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Tableau,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Power Bi,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
501eb3a3-fcd,Excel,Business Intelligence Developer,Senior,100000.0,On-site,Startup,2026-03-08,False
c077d40c-a52,Dbt,Analytics Engineer,Staff/Lead,200000.0,Hybrid,Scale-up,2026-02-23,True
c077d40c-a52,Looker,Analytics Engineer,Staff/Lead,200000.0,Hybrid,Scale-up,2026-02-23,True
c077d40c-a52,Python,Analytics Engineer,Staff/Lead,200000.0,Hybrid,Scale-up,2026-02-23,True
c077d40c-a52,Databricks,Analytics Engineer,Staff/Lead,200000.0,Hybrid,Scale-up,2026-02-23,True
c077d40c-a52,Sql,Analytics Engineer,Staff/Lead,200000.0,Hybrid,Scale-up,2026-02-23,True
c077d40c-a52,Redshift,Analytics Engineer,Staff/Lead,200000.0,Hybrid,Scale-up,2026-02-23,True
11f44cda-d3b,RAG,AI/LLM Engineer,Mid Level,215000.0,On-site,Startup,2026-03-21,True
11f44cda-d3b,Azure,AI/LLM Engineer,Mid Level,215000.0,On-site,Startup,2026-03-21,True
11f44cda-d3b,Python,AI/LLM Engineer,Mid Level,215000.0,On-site,Startup,2026-03-21,True
11f44cda-d3b,LangChain,AI/LLM Engineer,Mid Level,215000.0,On-site,Startup,2026-03-21,True
11f44cda-d3b,Pinecone,AI/LLM Engineer,Mid Level,215000.0,On-site,Startup,2026-03-21,True
e2f87021-298,Mlflow,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
e2f87021-298,Kubernetes,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
e2f87021-298,PyTorch,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
e2f87021-298,Scikit-Learn,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
e2f87021-298,Gcp Vertex Ai,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
e2f87021-298,Python,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
e2f87021-298,Tensorflow,Machine Learning Engineer,Mid Level,335000.0,Remote,Scale-up,2026-01-11,True
38c184fa-544,Scikit-Learn,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
38c184fa-544,Statistics,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
38c184fa-544,Jupyter,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
38c184fa-544,Python,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
38c184fa-544,Docker,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
38c184fa-544,Airflow,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
38c184fa-544,Sql,Data Scientist,Mid Level,125000.0,Remote,Enterprise,2026-03-18,False
18a8e362-042,Aws,Data Scientist,Entry Level,80000.0,Hybrid,Startup,2025-12-29,False
18a8e362-042,B Testing,Data Scientist,Entry Level,80000.0,Hybrid,Startup,2025-12-29,False
18a8e362-042,Snowflake,Data Scientist,Entry Level,80000.0,Hybrid,Startup,2025-12-29,False
18a8e362-042,Python,Data Scientist,Entry Level,80000.0,Hybrid,Startup,2025-12-29,False
0ee34570-2df,RAG,AI/LLM Engineer,Mid Level,310000.0,Hybrid,Scale-up,2026-03-15,True
0ee34570-2df,Vector Databases,AI/LLM Engineer,Mid Level,310000.0,Hybrid,Scale-up,2026-03-15,True
0ee34570-2df,Python,AI/LLM Engineer,Mid Level,310000.0,Hybrid,Scale-up,2026-03-15,True
0ee34570-2df,Openai Api,AI/LLM Engineer,Mid Level,310000.0,Hybrid,Scale-up,2026-03-15,True
0ee34570-2df,LangChain,AI/LLM Engineer,Mid Level,310000.0,Hybrid,Scale-up,2026-03-15,True
0ee34570-2df,Pinecone,AI/LLM Engineer,Mid Level,310000.0,Hybrid,Scale-up,2026-03-15,True
4bfbc101-705,Google Sheets,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
4bfbc101-705,Looker,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
4bfbc101-705,Python,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
4bfbc101-705,Sql,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
4bfbc101-705,Tableau,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
4bfbc101-705,Power Bi,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
4bfbc101-705,Excel,Data Analyst,Senior,135000.0,Hybrid,Enterprise,2026-03-20,False
f5a6233a-c3f,Looker,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Git,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Python,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Bigquery,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Airflow,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Data Modeling,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Sql,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
f5a6233a-c3f,Tableau,Analytics Engineer,Mid Level,125000.0,Remote,Startup,2026-02-09,True
08bc6575-346,Aws,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Dbt,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Python,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Kafka,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Airflow,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Spark,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Databricks,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,Sql,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
08bc6575-346,GCP,Data Engineer,Mid Level,160000.0,On-site,Scale-up,2026-03-18,True
b7f11744-7f5,Kubernetes,Data Engineer,Mid Level,115000.0,Hybrid,Startup,2025-11-30,True
b7f11744-7f5,Python,Data Engineer,Mid Level,115000.0,Hybrid,Startup,2025-11-30,True
b7f11744-7f5,Docker,Data Engineer,Mid Level,115000.0,Hybrid,Startup,2025-11-30,True
b7f11744-7f5,Airflow,Data Engineer,Mid Level,115000.0,Hybrid,Startup,2025-11-30,True
b7f11744-7f5,Spark,Data Engineer,Mid Level,115000.0,Hybrid,Startup,2025-11-30,True
b7f11744-7f5,Sql,Data Engineer,Mid Level,115000.0,Hybrid,Startup,2025-11-30,True
06b1e4d7-632,Kubernetes,Data Engineer,Senior,290000.0,Remote,FAANG+,2026-03-09,True
06b1e4d7-632,Dbt,Data Engineer,Senior,290000.0,Remote,FAANG+,2026-03-09,True
06b1e4d7-632,Python,Data Engineer,Senior,290000.0,Remote,FAANG+,2026-03-09,True
06b1e4d7-632,Spark,Data Engineer,Senior,290000.0,Remote,FAANG+,2026-03-09,True
06b1e4d7-632,Sql,Data Engineer,Senior,290000.0,Remote,FAANG+,2026-03-09,True
57dce65f-efc,Google Sheets,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Dbt,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Looker,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Python,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Bigquery,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Sql,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Tableau,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Power Bi,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
57dce65f-efc,Excel,Data Analyst,Senior,135000.0,Hybrid,Mid-market,2026-03-03,False
b4da18b7-5e3,Scikit-Learn,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
b4da18b7-5e3,Statistics,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
b4da18b7-5e3,Python,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
b4da18b7-5e3,Docker,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
b4da18b7-5e3,B Testing,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
b4da18b7-5e3,Databricks,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
b4da18b7-5e3,Sql,Data Scientist,Mid Level,140000.0,Hybrid,Scale-up,2026-02-24,False
66c983c5-413,Jupyter,Data Scientist,Entry Level,155000.0,On-site,Scale-up,2026-03-04,False
66c983c5-413,Python,Data Scientist,Entry Level,155000.0,On-site,Scale-up,2026-03-04,False
66c983c5-413,Sql,Data Scientist,Entry Level,155000.0,On-site,Scale-up,2026-03-04,False
ed03041a-205,Aws,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Terraform,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Python,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Kafka,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Docker,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Spark,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Sql,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,GCP,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ed03041a-205,Prometheus,Data Platform Engineer,Entry Level,160000.0,Remote,Mid-market,2026-03-05,True
ea529565-3e0,Kubernetes,Data Platform Engineer,Mid Level,250000.0,Hybrid,Enterprise,2026-02-16,True
ea529565-3e0,Azure,Data Platform Engineer,Mid Level,250000.0,Hybrid,Enterprise,2026-02-16,True
ea529565-3e0,Terraform,Data Platform Engineer,Mid Level,250000.0,Hybrid,Enterprise,2026-02-16,True
ea529565-3e0,Kafka,Data Platform Engineer,Mid Level,250000.0,Hybrid,Enterprise,2026-02-16,True
ea529565-3e0,Spark,Data Platform Engineer,Mid Level,250000.0,Hybrid,Enterprise,2026-02-16,True
ea529565-3e0,Sql,Data Platform Engineer,Mid Level,250000.0,Hybrid,Enterprise,2026-02-16,True
5664122b-909,Python,Machine Learning Engineer,Mid Level,135000.0,Hybrid,Enterprise,2025-12-02,True
5664122b-909,Scikit-Learn,Machine Learning Engineer,Mid Level,135000.0,Hybrid,Enterprise,2025-12-02,True
5664122b-909,Aws Sagemaker,Machine Learning Engineer,Mid Level,135000.0,Hybrid,Enterprise,2025-12-02,True
5664122b-909,Kubernetes,Machine Learning Engineer,Mid Level,135000.0,Hybrid,Enterprise,2025-12-02,True
9198bed2-332,Scikit-Learn,Data Scientist,Senior,120000.0,Remote,Enterprise,2026-03-15,False
9198bed2-332,Statistics,Data Scientist,Senior,120000.0,Remote,Enterprise,2026-03-15,False
9198bed2-332,Python,Data Scientist,Senior,120000.0,Remote,Enterprise,2026-03-15,False
9198bed2-332,B Testing,Data Scientist,Senior,120000.0,Remote,Enterprise,2026-03-15,False
9198bed2-332,GCP,Data Scientist,Senior,120000.0,Remote,Enterprise,2026-03-15,False
3ccd7a07-a92,Dax,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Looker,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Git,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Python,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Bigquery,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Data Modeling,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Sql,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Tableau,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Power Bi,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
3ccd7a07-a92,Excel,Business Intelligence Developer,Staff/Lead,250000.0,Remote,Startup,2025-11-13,False
ea2a0a1c-ec3,PyTorch,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,RAG,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,Vector Databases,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,Git,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,Openai Api,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,LangChain,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,Weaviate,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
ea2a0a1c-ec3,GCP,AI/LLM Engineer,Senior,255000.0,Hybrid,Startup,2026-02-22,True
168b29ac-4c3,Scikit-Learn,Data Scientist,Principal,460000.0,Remote,Scale-up,2026-03-06,False
168b29ac-4c3,Python,Data Scientist,Principal,460000.0,Remote,Scale-up,2026-03-06,False
168b29ac-4c3,B Testing,Data Scientist,Principal,460000.0,Remote,Scale-up,2026-03-06,False
168b29ac-4c3,Sql,Data Scientist,Principal,460000.0,Remote,Scale-up,2026-03-06,False
168b29ac-4c3,Snowflake,Data Scientist,Principal,460000.0,Remote,Scale-up,2026-03-06,False
28192033-5b0,Azure,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
28192033-5b0,Dbt,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
28192033-5b0,Python,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
28192033-5b0,Kafka,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
28192033-5b0,Spark,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
28192033-5b0,Sql,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
28192033-5b0,GCP,Data Engineer,Senior,230000.0,Remote,Scale-up,2026-02-26,True
145464c5-6da,Kubernetes,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
145464c5-6da,Dbt,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
145464c5-6da,Python,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
145464c5-6da,Docker,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
145464c5-6da,Airflow,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
145464c5-6da,Spark,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
145464c5-6da,Sql,Data Engineer,Senior,235000.0,On-site,Scale-up,2026-03-14,True
3690ce8c-a90,Aws,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,Scikit-Learn,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,Statistics,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,Python,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,Airflow,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,B Testing,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,Databricks,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
3690ce8c-a90,Sql,Data Scientist,Staff/Lead,255000.0,Remote,Enterprise,2026-03-10,False
90e1aeb2-9b1,LangChain,AI/LLM Engineer,Staff/Lead,205000.0,Remote,Startup,2026-02-22,True
